,start_station_name,end_station_name,Number of Trips
27395,Larrabee St & Division St,Larrabee St & Webster Ave,7
10454,Clark St & Newport St,Leavitt St & Belmont Ave,7
50159,Wells St & Polk St,State St & Van Buren St,7
5765,Calumet Ave & 18th St,Dearborn St & Van Buren St,7
51706,Wilton Ave & Diversey Pkwy,Ashland Ave & Wrightwood Ave,7
27540,Larrabee St & Kingsbury St,Larrabee St & Oak St,7
6759,Canal St & Madison St,Wells St & Evergreen Ave,7
32622,Michigan Ave & Oak St,Larrabee St & Armitage Ave,7
37663,Pine Grove Ave & Waveland Ave,DuSable Lake Shore Dr & Wellington Ave,7
16597,Desplaines St & Kinzie St,Clark St & Newport St,7
16619,Desplaines St & Kinzie St,Dearborn Pkwy & Delaware Pl,7
96,900 W Harrison St,Halsted St & Maxwell St,7
19453,Federal St & Polk St,DuSable Lake Shore Dr & Monroe St,7
10655,Clark St & North Ave,Michigan Ave & Washington St,7
17237,DuSable Lake Shore Dr & Diversey Pkwy,Clark St & Drummond Pl,7
20653,Franklin St & Jackson Blvd,Green St & Randolph St,7
51036,Western Ave & Leland Ave,Lincoln Ave & Belle Plaine Ave,7
45806,State St & Van Buren St,LaSalle St & Illinois St,7
43725,Southport Ave & Roscoe St,Halsted St & Clybourn Ave,7
49936,Wells St & Huron St,Kingsbury St & Erie St,7
17284,DuSable Lake Shore Dr & Diversey Pkwy,Halsted St & Wrightwood Ave,7
12903,Columbus Dr & Randolph St,Burnham Harbor,7
46166,Stockton Dr & Wrightwood Ave,Clark St & Schiller St,7
10259,Clark St & Montrose Ave,Clarendon Ave & Junior Ter,7
22675,Halsted St & Dickens Ave,Southport Ave & Wrightwood Ave,7
38416,Racine Ave & Congress Pkwy,Peoria St & Jackson Blvd,7
5527,California Ave & Milwaukee Ave,Ogden Ave & Chicago Ave,7
41211,Sheffield Ave & Fullerton Ave,DuSable Lake Shore Dr & Diversey Pkwy,7
35960,Oakley Ave & Touhy Ave,Oakley Ave & Touhy Ave,7
3589,Broadway & Berwyn Ave,Marine Dr & Ainslie St,7
44714,St. Louis Ave & Fullerton Ave,Troy St & North Ave,7
36039,Ogden Ave & Chicago Ave,LaSalle St & Illinois St,7
9026,Clark St & Drummond Pl,Halsted St & Wrightwood Ave,7
37703,Pine Grove Ave & Waveland Ave,Millennium Park,7
24176,Indiana Ave & Roosevelt Rd,Clark St & Elm St,7
17296,DuSable Lake Shore Dr & Diversey Pkwy,Lakefront Trail & Wilson Ave,7
31181,McClurg Ct & Ohio St,Cityfront Plaza Dr & Pioneer Ct,7
17295,DuSable Lake Shore Dr & Diversey Pkwy,Lakefront Trail & Bryn Mawr Ave,7
21501,Green St & Randolph St*,Ashland Ave & Division St,7
44222,Southport Ave & Wrightwood Ave,Lincoln Park Conservatory,7
52353,Wood St & Chicago Ave,Damen Ave & Cortland St,7
10652,Clark St & North Ave,Michigan Ave & Lake St,7
42727,Sheridan Rd & Lawrence Ave,Sheridan Rd & Irving Park Rd,7
36786,Orleans St & Merchandise Mart Plaza,LaSalle St & Washington St,7
22662,Halsted St & Dickens Ave,Sheffield Ave & Wellington Ave,7
44719,State St & 123rd St,State St & 123rd St,7
39081,Ravenswood Ave & Lawrence Ave,Hoyne Ave & Balmoral Ave,7
46846,Theater on the Lake,New St & Illinois St,7
15631,Dearborn Pkwy & Delaware Pl,Kingsbury St & Erie St,7
12906,Columbus Dr & Randolph St,Canal St & Adams St,7
32589,Michigan Ave & Oak St,Franklin St & Adams St (Temp),7
25810,LaSalle Dr & Huron St,Morgan St & Lake St,7
24467,Jeffery Blvd & 67th St,Museum of Science and Industry,7
29214,Lincoln Ave & Diversey Pkwy,Clark St & Drummond Pl,7
19509,Federal St & Polk St,Morgan St & 18th St,7
20651,Franklin St & Jackson Blvd,Franklin St & Monroe St,7
39953,Rush St & Superior St,Dearborn St & Erie St,7
19568,Field Blvd & South Water St,Broadway & Barry Ave,7
52417,Wood St & Chicago Ave,Streeter Dr & Grand Ave,7
15681,Dearborn Pkwy & Delaware Pl,Ritchie Ct & Banks St,7
6660,Canal St & Madison St,DuSable Lake Shore Dr & Monroe St,7
9008,Clark St & Drummond Pl,DuSable Lake Shore Dr & Wellington Ave,7
38814,Racine Ave & Wrightwood Ave,DuSable Lake Shore Dr & North Blvd,7
15617,Dearborn Pkwy & Delaware Pl,Franklin St & Lake St,7
17353,DuSable Lake Shore Dr & Diversey Pkwy,Sheffield Ave & Wrightwood Ave,7
29165,Lincoln Ave & Belmont Ave,Wells St & Concord Ln,7
576,Ada St & Washington Blvd,Damen Ave & Pierce Ave,7
8996,Clark St & Drummond Pl,Damen Ave & Pierce Ave,7
31202,McClurg Ct & Ohio St,Dearborn St & Erie St,7
12201,Clinton St & Lake St,Wells St & Huron St,7
9005,Clark St & Drummond Pl,DuSable Lake Shore Dr & Diversey Pkwy,7
41853,Sheffield Ave & Webster Ave,Wells St & Evergreen Ave,7
22347,Halsted St & Clybourn Ave,Clark St & Drummond Pl,7
22672,Halsted St & Dickens Ave,Southport Ave & Roscoe St,7
27049,Lakeview Ave & Fullerton Pkwy,Larrabee St & Menomonee St,7
23381,Halsted St & Wrightwood Ave,Lakeview Ave & Fullerton Pkwy,7
6612,Canal St & Madison St,Aberdeen St & Randolph St,7
32611,Michigan Ave & Oak St,Kingsbury St & Kinzie St,7
32606,Michigan Ave & Oak St,Halsted St & Wrightwood Ave,7
17354,DuSable Lake Shore Dr & Diversey Pkwy,Sheridan Rd & Irving Park Rd,7
20702,Franklin St & Jackson Blvd,New St & Illinois St,7
48324,Wabash Ave & Wacker Pl,Adler Planetarium,7
49919,Wells St & Huron St,Franklin St & Chicago Ave,7
9713,Clark St & Lake St,Canal St & Adams St,7
12125,Clinton St & Lake St,Kingsbury St & Kinzie St,7
22358,Halsted St & Clybourn Ave,Clifton Ave & Armitage Ave,7
36738,Orleans St & Merchandise Mart Plaza,Clinton St & Washington Blvd,7
8917,Clark St & Columbia Ave,Clark St & Bryn Mawr Ave,7
44000,Southport Ave & Waveland Ave,Western Ave & Leland Ave,7
47719,Wabash Ave & Adams St,DuSable Lake Shore Dr & Monroe St,7
12133,Clinton St & Lake St,Larrabee St & Division St,7
36058,Ogden Ave & Chicago Ave,Mies van der Rohe Way & Chicago Ave,7
235,Aberdeen St & Jackson Blvd,Ogden Ave & Congress Pkwy,7
12919,Columbus Dr & Randolph St,Clark St & Ida B Wells Dr,7
46837,Theater on the Lake,Michigan Ave & Washington St,7
46165,Stockton Dr & Wrightwood Ave,Clark St & North Ave,7
3828,Broadway & Granville Ave,Damen Ave & Foster Ave,7
47435,Wabash Ave & 16th St,Dusable Harbor,7
12219,Clinton St & Madison St,Ashland Ave & Grand Ave,7
39347,Ritchie Ct & Banks St,Franklin St & Chicago Ave,7
19620,Field Blvd & South Water St,Field Museum,7
25454,Kingsbury St & Kinzie St,Clinton St & Jackson Blvd,7
41666,Sheffield Ave & Waveland Ave,Southport Ave & Irving Park Rd,7
48463,Wabash Ave & Wacker Pl,State St & Randolph St,7
19618,Field Blvd & South Water St,Federal St & Polk St,7
20705,Franklin St & Jackson Blvd,Orleans St & Merchandise Mart Plaza,7
48292,Wabash Ave & Roosevelt Rd,State St & 35th St,7
41195,Sheffield Ave & Fullerton Ave,Clifton Ave & Armitage Ave,7
6602,Canal St & Jackson Blvd,Wells St & Elm St,7
44213,Southport Ave & Wrightwood Ave,Larrabee St & Webster Ave,7
6603,Canal St & Jackson Blvd,Wells St & Hubbard St,7
49868,Wells St & Huron St,Cityfront Plaza Dr & Pioneer Ct,7
31180,McClurg Ct & Ohio St,Cannon Dr & Fullerton Ave,7
36784,Orleans St & Merchandise Mart Plaza,LaSalle St & Illinois St,7
6746,Canal St & Madison St,State St & Randolph St,7
6667,Canal St & Madison St,Field Blvd & South Water St,7
6702,Canal St & Madison St,Michigan Ave & Madison St,7
32628,Michigan Ave & Oak St,Larrabee St & Webster Ave,7
20687,Franklin St & Jackson Blvd,Michigan Ave & Lake St,7
51840,Wilton Ave & Diversey Pkwy,Wilton Ave & Belmont Ave,7
34460,Montrose Harbor,Southport Ave & Roscoe St,7
39086,Ravenswood Ave & Lawrence Ave,Larrabee St & Kingsbury St,7
16640,Desplaines St & Kinzie St,Franklin St & Illinois St,7
10649,Clark St & North Ave,McClurg Ct & Ohio St,7
25922,LaSalle St & Adams St,LaSalle St & Jackson Blvd,7
42183,Sheffield Ave & Wrightwood Ave,Clark St & Drummond Pl,7
6666,Canal St & Madison St,Federal St & Polk St,7
12936,Columbus Dr & Randolph St,Daley Center Plaza,7
41143,Shedd Aquarium,Wabash Ave & Wacker Pl,7
48898,Washtenaw Ave & Peterson Ave,Washtenaw Ave & Peterson Ave,7
36006,Ogden Ave & Chicago Ave,Damen Ave & Chicago Ave,7
3012,Blue Island Ave & 18th St,Morgan St & 31st St,7
34071,Milwaukee Ave & Rockwell St,Logan Blvd & Elston Ave,7
20637,Franklin St & Jackson Blvd,DuSable Lake Shore Dr & North Blvd,7
32193,Michigan Ave & Lake St,Dearborn St & Monroe St,7
21465,Green St & Randolph St,State St & Randolph St,7
44635,St. Clair St & Erie St,Wabash Ave & Wacker Pl,7
51043,Western Ave & Leland Ave,Manor Ave & Leland Ave,7
17224,DuSable Lake Shore Dr & Diversey Pkwy,Broadway & Waveland Ave,7
51586,Wilton Ave & Belmont Ave,Lakefront Trail & Bryn Mawr Ave,7
9728,Clark St & Lake St,Clark St & Lincoln Ave,7
38372,Racine Ave & Congress Pkwy,Aberdeen St & Jackson Blvd,7
4431,Buckingham Fountain,Calumet Ave & 21st St,7
32672,Michigan Ave & Oak St,Orleans St & Hubbard St,7
1663,Ashland Ave & Division St,Green St & Madison St,7
16631,Desplaines St & Kinzie St,Eckhart Park,7
5559,California Ave & Milwaukee Ave,Talman Ave & Addison St,7
6701,Canal St & Madison St,Michigan Ave & Lake St,7
51588,Wilton Ave & Belmont Ave,Lakeview Ave & Fullerton Pkwy,7
31269,McClurg Ct & Ohio St,Michigan Ave & Washington St,7
4091,Broadway & Thorndale Ave,Broadway & Berwyn Ave,7
51604,Wilton Ave & Belmont Ave,Lincoln Ave & Waveland Ave,7
15595,Dearborn Pkwy & Delaware Pl,Dearborn St & Monroe St,7
41230,Sheffield Ave & Fullerton Ave,Halsted St & Roscoe St,7
19547,Federal St & Polk St,Wabash Ave & Cermak Rd,7
10720,Clark St & North Ave,Wells St & Huron St,7
6822,Canal St & Monroe St,Kingsbury St & Kinzie St,7
10699,Clark St & North Ave,State St & Chicago Ave,7
43916,Southport Ave & Waveland Ave,Leavitt St & Addison St,7
33456,Mies van der Rohe Way & Chicago Ave,Wells St & Concord Ln,7
8933,Clark St & Columbia Ave,Sheridan Rd & Loyola Ave,7
48331,Wabash Ave & Wacker Pl,Buckingham Fountain,7
51760,Wilton Ave & Diversey Pkwy,Greenview Ave & Fullerton Ave,7
29665,Lincoln Ave & Roscoe St*,Damen Ave & Wellington Ave,7
14307,Damen Ave & Foster Ave,Clark St & Berwyn Ave,7
41984,Sheffield Ave & Wellington Ave,Sheffield Ave & Kingsbury St,7
16048,Dearborn St & Monroe St,Aberdeen St & Jackson Blvd,7
32586,Michigan Ave & Oak St,Field Blvd & South Water St,7
24167,Indiana Ave & Roosevelt Rd,Canal St & Madison St,7
24171,Indiana Ave & Roosevelt Rd,Cityfront Plaza Dr & Pioneer Ct,7
46809,Theater on the Lake,Larrabee St & Armitage Ave,7
17402,DuSable Lake Shore Dr & Monroe St,Broadway & Waveland Ave,7
31213,McClurg Ct & Ohio St,Dusable Harbor,7
32678,Michigan Ave & Oak St,Racine Ave & Fullerton Ave,7
31720,Michigan Ave & 8th St,Burnham Harbor,7
12273,Clinton St & Madison St,DuSable Lake Shore Dr & Monroe St,7
16574,Desplaines St & Kinzie St,Ashland Ave & Division St,7
47741,Wabash Ave & Adams St,LaSalle St & Illinois St,7
27682,Larrabee St & Menomonee St,Sheffield Ave & Willow St,7
48389,Wabash Ave & Wacker Pl,Franklin St & Monroe St,6
16596,Desplaines St & Kinzie St,Clark St & Lincoln Ave,6
26254,LaSalle St & Jackson Blvd,Kingsbury St & Kinzie St,6
45668,State St & Randolph St,Michigan Ave & 14th St,6
10071,Clark St & Lincoln Ave,Field Blvd & South Water St,6
51310,Western Ave & Winnebago Ave,Ashland Ave & Blackhawk St,6
10480,Clark St & Newport St,Montrose Harbor,6
34941,Morgan St & Lake St*,Clark St & Lake St,6
30615,MLK Jr Dr & Pershing Rd,Indiana Ave & 40th St,6
8308,Clark St & 9th St (AMLI),State St & Harrison St,6
40549,Sedgwick St & North Ave,Michigan Ave & Oak St,6
34940,Morgan St & Lake St*,Clark St & Elm St,6
52369,Wood St & Chicago Ave,Green St & Randolph St*,6
29193,Lincoln Ave & Diversey Pkwy,Broadway & Cornelia Ave,6
38217,Racine Ave & Belmont Ave,Broadway & Barry Ave,6
45636,State St & Randolph St,Green St & Randolph St*,6
11103,Clark St & Schreiber Ave,Clark St & Columbia Ave,6
48715,Walsh Park,Humboldt Blvd & Armitage Ave,6
33692,Millennium Park,Wabash Ave & 16th St,6
8311,Clark St & 9th St (AMLI),Streeter Dr & Grand Ave,6
46098,Stetson Ave & South Water St,State St & Kinzie St,6
25350,Kingsbury St & Erie St,McClurg Ct & Ohio St,6
22376,Halsted St & Clybourn Ave,Desplaines St & Kinzie St,6
33897,Milwaukee Ave & Grand Ave,Green St & Madison St,6
28877,Lincoln Ave & Addison St,Leavitt St & Addison St,6
52014,Winthrop Ave & Lawrence Ave,Lakefront Trail & Wilson Ave,6
21890,Greenview Ave & Fullerton Ave,Sheffield Ave & Willow St,6
51491,Wilton Ave & Belmont Ave,Ashland Ave & Wellington Ave,6
16078,Dearborn St & Monroe St,Clinton St & Lake St,6
29728,Lincoln Ave & Roscoe St*,Talman Ave & Addison St,6
49129,Wells St & Concord Ln,Rush St & Superior St,6
33580,Millennium Park,Green St & Randolph St*,6
43658,Southport Ave & Roscoe St,Broadway & Waveland Ave,6
49157,Wells St & Concord Ln,State St & Pearson St,6
45630,State St & Randolph St,Franklin St & Illinois St,6
10214,Clark St & Lunt Ave,Clark St & Schreiber Ave,6
17952,DuSable Lake Shore Dr & Wellington Ave,Larrabee St & Webster Ave,6
4355,Broadway & Wilson - Truman College Vaccination Site,Clark St & Newport St,6
48644,Wallace St & 35th St,Morgan St & 31st St,6
49156,Wells St & Concord Ln,State St & Kinzie St,6
45355,State St & Kinzie St,LaSalle St & Jackson Blvd,6
9547,Clark St & Grace St,Ravenswood Ave & Berteau Ave,6
15841,Dearborn St & Adams St,Wentworth Ave & Cermak Rd,6
29410,Lincoln Ave & Fullerton Ave,Halsted St & Dickens Ave,6
16329,Delano Ct & Roosevelt Rd,Calumet Ave & 18th St,6
17324,DuSable Lake Shore Dr & Diversey Pkwy,Millennium Park,6
40654,Sedgwick St & Schiller St,Dearborn St & Erie St,6
22050,Halsted St & 18th St,Delano Ct & Roosevelt Rd,6
48717,Walsh Park,Kedzie Ave & Palmer Ct,6
33446,Mies van der Rohe Way & Chicago Ave,Stockton Dr & Wrightwood Ave,6
38219,Racine Ave & Belmont Ave,Broadway & Cornelia Ave,6
16598,Desplaines St & Kinzie St,Clark St & North Ave,6
49136,Wells St & Concord Ln,Sheffield Ave & Fullerton Ave,6
45980,Stave St & Armitage Ave,Wood St & Milwaukee Ave,6
9562,Clark St & Grace St,Sheridan Rd & Irving Park Rd,6
46027,Stetson Ave & South Water St,Dusable Harbor,6
40038,Rush St & Superior St,Rush St & Cedar St,6
15280,Damen Ave & Wellington Ave,Clark St & Newport St,6
43685,Southport Ave & Roscoe St,Clark St & Grace St,6
8770,Clark St & Chicago Ave,Clark St & Randolph St,6
9314,Clark St & Elm St,Sedgwick St & Huron St,6
33886,Milwaukee Ave & Grand Ave,DuSable Lake Shore Dr & Wellington Ave,6
40182,Sangamon St & Washington Blvd,Green St & Madison St,6
38471,Racine Ave & Fullerton Ave,Damen Ave & Pierce Ave,6
4185,Broadway & Waveland Ave,Broadway & Wilson - Truman College Vaccination Site,6
34924,Morgan St & Lake St*,Ashland Ave & Chicago Ave,6
29425,Lincoln Ave & Fullerton Ave,Larrabee St & Armitage Ave,6
34553,Morgan St & 18th St,Canal St & Taylor St,6
42155,Sheffield Ave & Willow St,Wood St & Milwaukee Ave,6
10465,Clark St & Newport St,Lincoln Park Conservatory,6
45373,State St & Kinzie St,Mies van der Rohe Way & Chestnut St,6
22305,Halsted St & Archer Ave,Racine Ave & 18th St,6
46085,Stetson Ave & South Water St,Ritchie Ct & Banks St,6
15632,Dearborn Pkwy & Delaware Pl,Kingsbury St & Kinzie St,6
8280,Clark St & 9th St (AMLI),May St & Taylor St,6
29421,Lincoln Ave & Fullerton Ave,LaSalle St & Illinois St,6
43687,Southport Ave & Roscoe St,Clark St & Lincoln Ave,6
29876,Lincoln Ave & Waveland Ave,Lincoln Ave & Sunnyside Ave,6
45371,State St & Kinzie St,Michigan Ave & Pearson St,6
26097,LaSalle St & Illinois St,Lincoln Ave & Fullerton Ave,6
43488,Southport Ave & Clybourn Ave,Sedgwick St & Webster Ave,6
48305,Wabash Ave & Roosevelt Rd,Wabash Ave & Adams St,6
25199,Kimbark Ave & 53rd St,Calumet Ave & 51st St,6
45500,State St & Pearson St,Mies van der Rohe Way & Chestnut St,6
34918,Morgan St & Lake St*,Aberdeen St & Monroe St,6
9307,Clark St & Elm St,Racine Ave & Wrightwood Ave,6
51807,Wilton Ave & Diversey Pkwy,Sedgwick St & North Ave,6
45922,Stave St & Armitage Ave,Humboldt Blvd & Armitage Ave,6
22149,Halsted St & 21st St,Paulina St & 18th St,6
33443,Mies van der Rohe Way & Chicago Ave,State St & Pearson St,6
9350,Clark St & Elm St,Theater on the Lake,6
25299,Kingsbury St & Erie St,Dearborn Pkwy & Delaware Pl,6
45665,State St & Randolph St,McClurg Ct & Erie St,6
38828,Racine Ave & Wrightwood Ave,Larrabee St & Webster Ave,6
46332,Stony Island Ave & 75th St,Yates Blvd & 75th St,6
10074,Clark St & Lincoln Ave,Franklin St & Chicago Ave,6
30591,MLK Jr Dr & 63rd St,MLK Jr Dr & 63rd St,6
16990,Drake Ave & Montrose Ave,Christiana Ave & Lawrence Ave,6
50968,Western Ave & Howard St,Paulina St & Howard St,6
48431,Wabash Ave & Wacker Pl,Morgan St & Lake St*,6
45664,State St & Randolph St,May St & Taylor St,6
10081,Clark St & Lincoln Ave,Halsted St & Clybourn Ave,6
34564,Morgan St & 18th St,Clinton St & Roosevelt Rd,6
33444,Mies van der Rohe Way & Chicago Ave,State St & Randolph St,6
38847,Racine Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,6
16736,Desplaines St & Kinzie St,Wells St & Hubbard St,6
45637,State St & Randolph St,Halsted St & Clybourn Ave,6
9343,Clark St & Elm St,State St & Randolph St,6
30579,MLK Jr Dr & 56th St,MLK Jr Dr & 56th St,6
15533,Dayton St & North Ave,Wood St & Milwaukee Ave,6
38897,Ravenswood Ave & Berteau Ave,Clark St & Winnemac Ave,6
23311,Halsted St & Wrightwood Ave,Bissell St & Armitage Ave*,6
43141,South Shore Dr & 67th St,Shore Dr & 55th St,6
22302,Halsted St & Archer Ave,Morgan St & 31st St,6
2807,Bissell St & Armitage Ave*,Dearborn Pkwy & Delaware Pl,6
30397,Loomis St & Lexington St,Aberdeen St & Randolph St,6
25338,Kingsbury St & Erie St,Larrabee St & Armitage Ave,6
23305,Halsted St & Wrightwood Ave,Ashland Ave & Division St,6
45318,State St & Kinzie St,Dearborn St & Erie St,6
25281,Kingsbury St & Erie St,Clark St & Lake St,6
40339,Sedgwick St & Huron St,Desplaines St & Kinzie St,6
45704,State St & Randolph St,Rush St & Hubbard St,6
43001,Shore Dr & 55th St,Buckingham Fountain,6
10786,Clark St & Randolph St,DuSable Lake Shore Dr & North Blvd,6
10755,Clark St & Randolph St,Clark St & Lake St,6
38510,Racine Ave & Fullerton Ave,Lincoln Park Conservatory,6
34595,Morgan St & 18th St,Laflin St & Cullerton St,6
18053,DuSable Museum,MLK Jr Dr & 56th St,6
17418,DuSable Lake Shore Dr & Monroe St,Clarendon Ave & Junior Ter,6
16072,Dearborn St & Monroe St,Clark St & Elm St,6
29143,Lincoln Ave & Belmont Ave,Sheffield Ave & Wellington Ave,6
15955,Dearborn St & Erie St,McClurg Ct & Ohio St,6
45731,State St & Randolph St,Wabash Ave & Roosevelt Rd,6
8838,Clark St & Chicago Ave,Mies van der Rohe Way & Chestnut St,6
26160,LaSalle St & Illinois St,State St & Harrison St,6
45485,State St & Pearson St,Larrabee St & Kingsbury St,6
23444,Halsted St & Wrightwood Ave,Sheffield Ave & Kingsbury St,6
4345,Broadway & Wilson - Truman College Vaccination Site,Clarendon Ave & Junior Ter,6
29540,Lincoln Ave & Roscoe St,Broadway & Barry Ave,6
9448,Clark St & Grace St,Broadway & Sheridan Rd,6
16069,Dearborn St & Monroe St,Clark St & 9th St (AMLI),6
8794,Clark St & Chicago Ave,Eckhart Park,6
48481,Wabash Ave & Wacker Pl,Wells St & Huron St,6
40366,Sedgwick St & Huron St,Kingsbury St & Erie St,6
23298,Halsted St & Willow St,Wilton Ave & Belmont Ave,6
8148,Clarendon Ave & Leland Ave,Clarendon Ave & Gordon Ter,6
29498,Lincoln Ave & Fullerton Ave,Southport Ave & Roscoe St,6
35006,Morgan St & Lake St*,LaSalle St & Washington St,6
8146,Clarendon Ave & Leland Ave,Broadway & Wilson - Truman College Vaccination Site,6
45333,State St & Kinzie St,Field Museum,6
48415,Wabash Ave & Wacker Pl,Michigan Ave & 14th St,6
43475,Southport Ave & Clybourn Ave,Paulina Ave & North Ave,6
16788,Desplaines St & Randolph St,Dearborn St & Erie St,6
11214,Clark St & Wellington Ave,DuSable Lake Shore Dr & Belmont Ave,6
8138,Clarendon Ave & Leland Ave,Broadway & Argyle St,6
29129,Lincoln Ave & Belmont Ave,Pine Grove Ave & Irving Park Rd,6
1030,Artesian Ave & Hubbard St,Western Ave & Congress Pkwy,6
16789,Desplaines St & Randolph St,Dearborn St & Monroe St,6
8879,Clark St & Chicago Ave,St. Clair St & Erie St,6
30165,Logan Blvd & Elston Ave,Damen Ave & Chicago Ave,6
18043,DuSable Museum,Cottage Grove Ave & 51st St,6
33168,Mies van der Rohe Way & Chestnut St,Clark St & Schiller St,6
